公开号,申请号,标题,申请日,公开日,授权公告日,国际分类,国际主分类,美国分类,美国主分类,权利要求数,申请人,标准化申请人,发明人,第一发明人,本文引用专利数,引用本文专利数,本文自引用专利数,本文非自引用专利数,自引用本文专利数,非自引用本文专利数,法律状态,同族专利数,技术特征
"US20200301448A1","US16/851685","LOCATION FOR UNMANNED AERIAL VEHICLE LANDING AND TAKING OFF","20200417","20200924",,"G05D  1/10 | G05D  1/00 | B64C 39/02","G05D","G05D1/102 | G05D1/0027 | B64C2201/141 | B64C39/024 | G05D1/0088","G05D1","27","Drone Delivery Canada Inc.","drone delivery canada","Di Benedetto; Paul | Colacitti; Gregory","Di Benedetto","0","0","0","0","0","0","公开","0","22",
"US20200301432A1","US16/614210","APPARATUS AND METHOD FOR WAREHOUSE ZONING","20170516","20200924",,"G05D  1/02 | G05D  1/00 | G06Q 10/08","G05D","G05D1/0214 | G05D2201/0216 | G06Q10/087 | G05D1/0027","G05D1","24","GREY ORANGE PTE. LTD.","grey orange pte","BOSE; Sagar | BOPPANA; Naveen | KEJRIWAL; Gaurav | AGARWAL; Rupesh | GUPTA; Akash | KOHLI; Samay | HOELTGEN; Wolfgang","BOSE","0","0","0","0","0","0","公开","0","13",
"US20200301410A1","US16/765688","WIRELESS DEVICE, WIRELESS SYSTEM, COMMUNICATION METHOD, INFORMATION TRANSFER METHOD, INFORMATION TRANSFER DEVICE, INFORMATION TRANSFER SYSTEM, AND PROGRAM STORAGE MEDIUM","20181119","20200924",,"G05D  1/00 | G08C 17/02 | G08G  7/00","G05D","G05D1/0022 | G08G7/00 | G05D1/0027 | G08C17/02","G05D1","17","NEC CORPORATION","nec","YAMAGAKI; Norio","YAMAGAKI","0","0","0","0","0","0","公开","0","15",
"US20200293039A1","US16/698292","PATH PROVIDING APPARATUS AND PATH PROVIDING METHOD","20191127","20200917",,"G05D  1/00 | G05D  1/02","G05D","G05D1/0044 | G05D1/0289 | G05D1/0293 | G05D1/0027","G05D1","19","HANWHA DEFENSE CO., LTD.","hanwha defense","KIM; Byung Ki | HAN; Seong Hun","KIM","0","0","0","0","0","0","公开","0","14",
"US20200288374A1","US16/293245","MOBILE DATA DYNAMIC GROUPING FOR CONNECTED VEHICLE AND IN-VEHICLE NETWORKING","20190305","20200910",,"H04W 40/20 | H04W 40/02 | H04W  4/46 | G05D  1/02 | G05D  1/00 | H04L 29/08","H04W","H04W40/20 | H04W40/026 | H04L67/18 | G05D1/0295 | G05D1/0027 | H04W4/46","H04W40","20","Cisco Technology, Inc.","cisco technology","Henry; Jerome | Barton; Robert Edgar | Apostolopoulos; John George | Graybeal; John Martin","Henry","0","0","0","0","0","0","有效","0","16",
"US20200285228A1","US16/291821","SEMI-AUTONOMOUS PAYLOAD RETRIEVAL SYSTEM","20190304","20200910",,"G05D  1/00 | G05D  1/02 | H04L 12/40","G05D","G05D1/0022 | G05D1/0027 | B60W10/04 | H04L12/40013 | G05D2201/0202 | G05D1/0278","G05D1","20","DEERE & COMPANY","deere","RULSEH; DAVID J | KREILING; JEFFERY R","RULSEH","0","0","0","0","0","0","公开","0","15",
"US20200279493A1","US16/869099","Methods and Systems for Sharing an Airspace Wide Unmanned  Aircraft System Database Across a Plurality of Service Suppliers","20200507","20200903",,"G08G  5/00 | H04L 29/08 | G05D  1/00 | B64C 39/02","G08G","G08G5/0043 | G08G5/0082 | H04L67/12 | G05D1/0027 | G08G5/006 | H04L67/18 | G08G5/0069 | G08G5/0026 | G08G5/0013 | B64C39/024","G08G5","20","Wing Aviation LLC","google","Burgess; James | Negron; Reinaldo | Chalmer; Jeremy","Burgess","0","0","0","0","0","0","公开","0","14",
"US20200278214A1","US16/290589","METHOD, SYSTEM, AND COMPUTER PROGRAM PRODUCT FOR GENERATING SYNTHETIC DEMAND DATA OF VEHICLE RIDES","20190301","20200903",,"G01C 21/36 | G01C 21/34 | G05D  1/00","G01C","G01C21/3617 | G01C21/3438 | G05D2201/0213 | G05D1/0027 | G01C21/3697","G01C21","20","HERE GLOBAL B.V.","here global b v","ARKIN; Ya'ara | ELISHA; Oren | KASPI; Yam | LAPSHIN; Artiom","ARKIN","0","0","0","0","0","0","公开","0","16",
"US20200273351A1","US16/282475","Methods and Systems for Data Parameter Reasonability Analysis","20190222","20200827",,"G08G  5/00 | G05D  1/00 | G06F 17/27 | G06F 16/28 | G06F 16/25","G08G","G08G5/0043 | G08G5/003 | G06F16/258 | G06F17/2705 | G06F16/283 | G05D1/0027","G08G5","20","The Boeing Company","the boeing","Mutschler; Christopher Michael | Willis; Raymond | Jacintho; Susan | Mao; Feibi | Predmore; Brian | Vandervort; John | Ytsma; Leslie | Hoang; Thanh D.","Mutschler","0","0","0","0","0","0","公开","0","27",
"US20200273335A1","US16/779698","PROCESSING DEVICE, PROCESSING METHOD, AND PROCESSING PROGRAM","20200203","20200827",,"G08G  1/127 | G08G  1/01 | G05D  1/00 | H04W  4/46","G08G","G08G1/127 | G08G1/0112 | G05D1/0022 | G05D2201/0213 | G05D1/0027 | G05D1/0055 | H04W4/46","G08G1","8","TOYOTA JIDOSHA KABUSHIKI KAISHA","toyota","MURAKAMI; Kunihiro | SAKAKIBARA; Katsuhiko | MATSUSHITA; Makoto | SATO; Junya | YOSHIDA; Kiyonori | SUGIMURA; Tae | HAYASHI; Takashi | ENDO; Jun","MURAKAMI","0","0","0","0","0","0","公开","0","14",
"US20200272150A1","US16/288086","DETECTION OF ACTIVE EMERGENCY VEHICLES SHARED WITHIN AN AUTONOMOUS VEHICLE FLEET","20190227","20200827",,"G05D  1/00 | G05D  1/02","G05D","G05D1/0088 | G05D2201/0213 | G05D1/0291 | G05D1/0027","G05D1","20","GM Cruise Holdings LLC","gm cruise holdings","Lennie; Sandra | Yun; Jason","Lennie","0","0","0","0","0","0","公开","0","15",
"US20200255146A1","US16/275284","UNMANNED AERIAL VEHICLE DRIVEN BY PRESSURIZED CONTENT","20190213","20200813",,"B64D  1/16 | G05D  1/00 | B64C 39/02 | A62C 31/28 | A62C 37/00","B64D","B64D1/16 | G05D1/0027 | B64C39/024 | B64C2201/146 | A62C37/00 | B64C2201/128 | A62C31/28","B64D1","20","Harris; Lee","harris lee","Harris; Lee","Harris","0","0","0","0","0","0","公开","0","18",
"US20200241524A1","US16/259605","INTELLIGENT AREA AND DISPERSAL MANAGEMENT USING AUTONOMOUS VEHICLES","20190128","20200730",,"G05D  1/00 | B64C 39/02 | G06K  9/00 | G06F 16/587 | A01B 79/00","G05D","G05D1/0027 | G05D1/0022 | B64C39/024 | B64C2201/127 | G06F16/587 | A01B79/005 | B64C2201/128 | G06K9/00657","G05D1","20","International Business Machines Corporation","international business machines","BRITTO MATTOS LIMA; ANDREA | Borges Oliveira; Dario Augusto | Malfiza Garcia de Macedo; Maysa | Oliveira; Igor Cerqueira","BRITTO MATTOS LIMA","0","0","0","0","0","0","公开","0","14",
"US20200233411A1","US16/253908","DELIVERY WITH SWARMING AERIAL VEHICLES","20190122","20200723",,"G05D  1/00 | G05D  1/10 | B64C 39/02 | G06Q 10/08","G05D","G05D1/0027 | G05D1/104 | G01W1/10 | B64C39/024 | G06Q10/08355 | G05D1/0022","G05D1","20","HERE Global B.V.","here global b v","Ivanov; Pavel | Vassilyev; Artem | Krainikov; Stanislav | Vyunova; Tatiana","Ivanov","0","0","0","0","0","0","公开","0","10",
"US20200201731A1","US16/230044","SYSTEM AND METHOD FOR SEQUENCE-BASED ANOMALY DETECTION AND SECURITY ENFORCEMENT FOR CONNECTED VEHICLES","20181221","20200625",,"G06F 11/28 | G06N 20/00 | G06F 11/34 | G05D  1/00 | G07C  5/00","G06F","G06F11/28 | G06N20/00 | G06F11/3447 | G06F2201/86 | G05D1/0027 | G07C5/008 | G06F2201/81 | G05D1/0088","G06F11","19","Upstream Security, Ltd.","upstream security","LEVY; Yoav | APPEL; Yonatan | VAZANA; Nati | ASHER; Yossi","LEVY","0","0","0","0","0","0","公开","0","17",
"US20200166937A1","US16/200865","VEHICULAR IMPLEMENTED PROJECTION","20181127","20200528",,"G05D  1/00 | G05B 13/02 | G05D  1/10 | B64C 39/02 | G09F 19/18 | H04N  9/31","G05D","G05D1/0094 | G05B13/0265 | G05D1/0027 | B64C2201/12 | B64C39/024 | G09F19/18 | H04N9/3147 | G05D1/101","G05D1","20","INTERNATIONAL BUSINESS MACHINES CORPORATION","international business machines","Adoni; Siddique M. | Boss; Gregory J. | Ray; Shubhadip | Shanmugam; Dhandapani","Adoni","0","0","0","0","0","0","公开","0","28",
"US20200166928A1","US16/698518","UNMANNED VEHICLES AND ASSOCIATED HUB DEVICES","20191127","20200528",,"G05D  1/00 | B64C 39/02 | G05D  1/02 | G06K  9/00 | H04W  4/021","G05D","G05D1/0027 | B64C39/024 | G05D1/0225 | G05D1/0274 | G05D2201/0209 | G06K9/00771 | H04W4/021 | B64C2201/127 | G05D1/0088","G05D1","20","SparkCognition, Inc.","sparkcognition","Sudarsan; Sridhar | Ali; Syed Mohammad","Sudarsan","0","0","0","0","0","0","公开","0","15",
"US20200160723A1","US16/410738","SYSTEMS AND METHODS FOR MANAGING TRACTOR TRAILERS","20190513","20200521",,"G08G  1/00 | G05D  1/00 | B60T  8/48","G08G","G08G1/22 | B60T8/4836 | G05D1/0027","G08G1","20","Peloton Technology, Inc.","peloton technology","Switkes; Joshua P. | Prilepov; Igor | Jones; Daniel | Luckevich; Mark | Herbert; Mark","Switkes","0","0","0","0","0","0","公开","2","12",
"US20200151637A1","US16/190594","TASK ALLOCATION OF AERIAL VEHICLES","20181114","20200514",,"G06Q 10/06 | G06Q 10/08 | G06Q 30/08 | B64C 39/02 | G05D  1/00","G06Q","G06Q10/06315 | G06Q10/08345 | B64C2201/128 | B64C39/024 | G05D1/0027 | G06Q30/08","G06Q10","20","International Business Machines Corporation","international business machines","Gupta; Manish | Kapu Veera; Raghava Reddy | Singh; Hamender | Vr; Parvathy","Gupta","0","0","0","0","0","0","公开","0","6",
"US20200150696A1","US16/732026","Method and System for Remote Monitoring, Care and Maintenance of Animals","20191231","20200514",,"G05D  1/12 | A01K 29/00 | E01H  1/00 | G05D  1/00 | B64C 39/02 | G06K  7/10 | G06Q 30/04 | H04N  7/18 | G06K  9/00 | G06T  7/70","G05D","G05D1/12 | A01K29/005 | E01H1/006 | G05D1/0011 | G05D1/0044 | G05D1/0027 | G05D1/0225 | G06K7/10366 | G06Q30/04 | H04N7/185 | G06K9/00664 | G06T7/70 | G05D2201/0203 | B64C39/024","G05D1","31","Womble; Krystalka R. | Piccioni; Robert L.","womble krystalka ronette | piccioni robert l","Womble; Krystalka R. | Piccioni; Robert L.","Womble","0","0","0","0","0","0","公开","15","14",
"US20200133262A1","US16/176816","SYSTEM AND METHOD FOR CALIBRATING ALIGNMENT OF WORK VEHICLES","20181031","20200430",,"G05D  1/00 | A01D 43/08 | A01D 43/073 | A01B 69/04 | A01D 41/127 | G05D  1/02","G05D","G05D1/0027 | A01D43/087 | A01D43/073 | A01B69/008 | A01B79/005 | A01D41/1217 | G05D1/0278 | G05D2201/0201 | A01D41/127","G05D1","20","CNH Industrial America LLC","cnh industrial america","Suleman; Yaseen | McClelland; Brett Carson | Berridge; Andrew | Buchs; Cory","Suleman","0","0","0","0","0","0","公开","0","12",
"US20200125086A1","US16/134341","SYSTEMS AND METHODS FOR PLATOONING AND AUTOMATION SAFETY","20181023","20200423",,"G05D  1/00 | G05D  1/02","G05D","G05D1/0027 | G05D1/0055 | G05D2201/0213 | G05D1/0061 | G05D1/0293","G05D1","20","Peloton Technology, Inc.","peloton technology","Switkes; Joshua P. | Nakano; Evan","Switkes","0","0","0","0","0","0","公开","1","18",
"US20200110403A1","US16/154247","AGRICULTURAL DATA CENTER SYSTEMS, NETWORKS, AND METHODS","20181008","20200409",,"G05D  1/00 | H04W  4/44 | G05D  1/02","G05D","G05D1/0022 | H04W4/44 | G05D2201/0201 | G05D1/0285 | G05D1/0027","G05D1","20","CNH Industrial America LLC","cnh industrial america","Antich; Ivan","Antich","0","0","0","0","0","0","公开","0","19",
"US20200103924A1","US16/580900","SYSTEMS AND METHODS FOR OPTIMIZED CRUISE VERTICAL PATH","20190924","20200402",,"G05D  1/10 | G05D  1/04 | G08G  5/00 | G05D  1/00 | B64D 45/00","G05D","G05D1/1064 | G05D1/042 | G08G5/0039 | G08G5/0008 | B64D45/00 | G08G5/0013 | G05D1/0088 | G05D1/0027 | G05D1/1062 | G08G5/0021","G05D1","20","Rockwell Collins, Inc.","rockwell collins","Kushwaha; Dinesh K. | Volner; Mark W. | Mickelson; Bradley R.","Kushwaha","0","0","0","0","0","0","公开","0","16",
"US20200103915A1","US16/158722","Determining Changes in Marker Setups for Robot Localization","20181012","20200402",,"G05D  1/02 | G01C 21/32 | G06F 17/30 | G05D  1/00","G05D","G05D1/0234 | G01C21/32 | G05D2201/0216 | G05D1/0027 | G05D1/0088 | G06F17/30241","G05D1","20","X Development LLC","x development","Holz; Dirk | Murphy; Elizabeth","Holz","0","0","0","0","0","0","公开","0","14",
"US20200097721A1","US16/568462","System and Method for Unmanned Aerial Vehicle (UAV)-based Foreign Object Debris (FOD) Detection","20190912","20200326",,"G06K  9/00 | G06K  9/32 | G06T  7/33 | G06T  7/00 | G05D  1/00 | G05D  1/04 | B64C 39/02","G06K","G06K9/00637 | G06K9/3233 | G06T7/337 | G06T7/0002 | G06T2210/12 | G05D1/0027 | G05D1/042 | B64C39/024 | B64C2201/127 | G06T7/97","G06K9","15","THE UNITED STATES OF AMERICA, AS REPRESENTED BY THE SECRETARY OF THE NAVY","the united states navy","YAKIMENKO; Oleg A.","YAKIMENKO","0","0","0","0","0","0","公开","0","26",
"US20200089221A1","US16/578874","INTEGRATED METHOD AND SYSTEM FOR CENTRALIZED REMOTE FLEET MANAGEMENT TO ASSIGN VEHICLES, CHARGERS, SENSORS, PILOTS AND VISUAL OBSERVERS TO A FLEET AND OPERATE IN CONCERT WITH EACH OTHER TO COMPLETE A COMMON MISSION","20190923","20200319",,"G05D  1/00 | G08G  5/00 | B64C 39/02","G05D","G05D1/0027 | G08G5/003 | G05D1/0033 | B64C2201/12 | G05D1/0088 | B64C39/024 | G08G5/0021","G05D1","23","Aeronyde Corporation","aeronyde","Bilous; Alexander | Bittar; Donald | Chung; Daeheum | Munoz; Edgar | Ragno; Trevor | Newman; Guy","Bilous","0","0","0","0","0","0","公开","0","17",
"US20200065553A1","US16/112729","Remote sensing architecture utilizing multiple UAVs to construct a sparse sampling measurement matrix for a compressed sensing system","20180826","20200227",,"G06K  9/00 | B64C 39/02 | G05D  1/00","G06K","G06K9/0063 | B64C39/024 | G05D1/0027 | G06K2009/00644 | B64C2201/127 | B64C2201/123 | B64C2201/146","G06K9","7","GUO; BUJIN | LI; XIAODAN | GUO; JAMES M.","guo bujin | guo james m | li xiaodan","GUO; BUJIN | LI; XIAODAN | GUO; JAMES M.","GUO","0","0","0","0","0","0","公开","0","9",
"US20200056901A1","US16/102993","DYNAMIC ROUTE ADJUSTMENT","20180814","20200220",,"G01C 21/34 | G05D  1/00","G01C","G01C21/3484 | G01C21/3446 | G05D2201/0213 | G05D1/0088 | G05D1/0027","G01C21","20","GM GLOBAL TECHNOLOGY OPERATIONS LLC","general motors","Engle; Stephanie Olivia | Ryan; Bradley David | Tuason; Kathryn Alexis","Engle","0","0","0","0","0","0","公开","0","16",
"US20200050188A1","US16/655730","DYNAMICALLY ARMING A SAFETY MECHANISM ON A DELIVERY DRONE","20191017","20200213",,"G05D  1/00 | B64C 39/02 | G08G  5/00","G05D","G05D1/0027 | G05D1/0094 | B64C39/024 | G08G5/0013 | G08G5/0034 | G06Q10/0832 | G08G5/0069 | G08G5/0082 | G05D1/0061 | B64C2201/146 | B64C2201/128 | G08G5/0043","G05D1","17","Flytrex Aviation Ltd.","flytrex aviation","BASH; Yariv | REGEV; Amit","BASH","0","0","0","0","0","0","公开","10","13",
"US20200005656A1","US16/569675","DIRECTION FINDING IN AUTONOMOUS VEHICLE SYSTEMS","20190913","20200102",,"G08G  5/00 | B64D 47/02 | G05D  1/10 | G05D  1/00 | B64C 39/02 | G05D  1/06","G08G","G08G5/0069 | B64D47/02 | G08G5/0043 | G05D1/104 | B64C2201/12 | B64C39/024 | G05D1/0676 | B64C2201/146 | G05D1/0027","G08G5","20","Intel Corporation","intel","SAUNAMAEKI; Esa","SAUNAMAEKI","0","0","0","0","0","0","公开","0","11",
"US20200004235A1","US16/406654","AUTONOMOUS DRONE PLAY AND DIRECTIONAL ALIGNMENT","20190508","20200102",,"G05D  1/00 | G05B 13/02","G05D","G05D1/0016 | G05D1/0291 | G05D1/0027 | G05B13/0265","G05D1","20","Disney Enterprises, Inc.","disney enterprises","NOCON; Nathan D. | PANEC; Timothy M. | MEDRANO; Tritia V. | WONG; Clifford | BARONE; Nicholas F. | BAUMBACH; Elliott H.","NOCON","0","0","0","0","0","0","公开","0","10",
"US20200003529A1","US16/231487","SCALABLE DRONE LAUNCHER","20181222","20200102",,"F41H 11/02 | G05D  1/00","F41H","F41H11/02 | B64C39/024 | G05D1/0027","F41H11","16","Benezra; Moshe","benezra moshe","Benezra; Moshe","Benezra","0","0","0","0","0","0","有效","0","9",
"US20190384312A1","US15/704213","Methods and Systems for Providing Remote Assistance via Pre-Stored Image Data","20170914","20191219",,"G05D  1/02 | G05D  1/00 | G05D  1/10","G05D","G05D1/0246 | G05D1/0038 | G06F17/30 | G05D1/10 | G05D1/0055","G05D1","20","Waymo LLC","google","Herbach; Joshua","Herbach","0","0","0","0","0","0","有效","7","10",
"US20190380016A1","US16/551089","ELECTRONIC APPARATUS AND METHOD FOR PROVIDING INFORMATION FOR A VEHICLE","20190826","20191212",,"H04W  4/46 | H04W  4/44 | H04W  4/024 | G01C 21/36 | G05D  1/00","H04W","H04W4/46 | H04W4/44 | G05D1/0027 | G01C21/3602 | H04W4/024","H04W4","20","LG Electronics Inc.","lg electronics","YOON; JaeHwan","YOON","0","0","0","0","0","0","公开","0","9",
"US20190377342A1","US16/434501","NAVIGATIONAL CONSTRAINTS FOR AUTONOMOUS VEHICLES","20190607","20191212",,"G05D  1/00 | G01C 21/34 | G08G  1/00","G05D","G05D1/0088 | G08G1/20 | G01C21/3492 | G05D1/0027","G05D1","20","Uber Technologies, Inc.","uber","Panzica; Adam | Bavar; Brett | Derence; Julie | Hernandez; Marcial | Khurana; Tashwin | Nagy; Bryan | Romaidis; Jordan | Rechy Romero; Adrian","Panzica","0","0","0","0","0","0","公开","0","21",
"US20190376302A1","US16/005101","DYNAMIC PLATFORM CREATION","20180611","20191212",,"E04G 27/00 | E01F  1/00 | E04G  1/22 | E04G  1/15 | B64C 39/02 | B64C 27/08 | G05D  1/00 | G05D  1/10 | G06K  9/00","E04G","E04G27/00 | E01F1/005 | E04G1/22 | E04G1/15 | B64C39/024 | B64C27/08 | B64C2201/143 | G05D1/104 | G06K9/0063 | B64C2201/024 | B64C2201/027 | B64C2201/108 | G05D1/0027","E04G27","20","International Business Machines Corporation","international business machines","Kline; Eric V. | Rakshit; Sarbajit K.","Kline","0","0","0","0","0","0","公开","0","15",
"US20190371182A1","US16/000454","SAFETY SYSTEM CONFIGURED TO DETERMINE WHEN A VEHICLE HAS MADE AN UNWANTED STOP","20180605","20191205",,"G08G  1/00 | G05D  1/00 | G08G  1/01 | B60W 40/105","G08G","G08G1/22 | G05D1/0027 | G08G1/0133 | B60W40/105 | G05D2201/0213 | B60W2420/52 | B60W2420/42 | B60W2550/40 | B60W2550/20","G08G1","20","England; TJ","england tj","England; TJ","England","0","0","0","0","0","0","公开","0","5",
"US20190369644A1","US15/994657","SYSTEM FOR DETERMINING THE NUMBER OF REMOTE VEHICLES FOLLOWING A HOST VEHICLE","20180531","20191205",,"G05D  1/02 | G08G  1/16 | G08G  1/01 | G05D  1/00 | B60Q  9/00","G05D","G05D1/0295 | G08G1/166 | G08G1/0137 | B60Q9/00 | G05D1/0289 | G05D1/0022 | G05D1/0027","G05D1","20","Nissan North America, Inc.","nissan motor","GOUDY; Roy | CHAMBERS; Jeremy | PROBERT; Neal","GOUDY","0","0","0","0","0","0","公开","0","10",
"US20190339691A1","US16/403838","Mission Modeling Planning, and Execution Module (M2PEM) Systems and Methods","20190506","20191107",,"G05D  1/00 | G06F  8/40","G05D","G05D1/0027 | G06Q10/067 | G05D1/0016 | G06F8/40","G05D1","12","United States of America, as Represented by the Secretary of the Navy","the united states navy","Scrapper; Chris | Droge; Greg N. | Xydes; Alexander L. | de la Croix; Jean-Pierre | Rahmani; Amir | Vander Hook; Joshua | Lim; Grace","Scrapper","0","0","0","0","0","0","公开","0","17",
"US20190339672A1","US15/947776","Food Distribution System","20180507","20191107",,"G05B 19/418 | G06Q 10/08 | B60P  3/00 | G05D  1/00","G05B","G05B19/418 | G06Q10/0832 | G06Q50/28 | G05D1/0027 | B60P3/00","G05B19","15","Bancroft; Frederic Speed","bancroft frederic speed","Bancroft; Frederic Speed","Bancroft","0","0","0","0","0","0","公开","0","21",
"US20190332974A1","US15/964303","IOT DRONE FLEET","20180427","20191031",,"G06Q 10/02 | G05D  1/00 | H04L 29/08 | H04L 29/06 | G06Q 30/06 | B64C 39/02","G06Q","G06Q10/02 | G05D1/0027 | H04L67/125 | B64C2201/126 | G06Q30/0645 | G05D1/0094 | B64C39/024 | H04L63/10","G06Q10","20","DISH TECHNOLOGIES L.L.C.","dish technologies l l c","Karatekeli; Kayhan | Raghavan; Srinath | Tilaye; Swapnil","Karatekeli","0","0","0","0","0","0","有效","0","21",
"US20190318596A1","US15/953705","System And Method For Identifying And Mitigating A Threat In A Facility","20180416","20191017",,"G08B 17/08 | H04N  7/18 | G10L 15/22 | G05D  1/00 | G05D  1/12 | G05D  1/10 | B64C 39/02 | B64C 37/00 | F41G  3/22","G08B","G08B17/08 | H04N7/185 | G10L15/22 | G05D1/0027 | G05D1/12 | F41G9/002 | G05D1/0094 | B64C39/024 | B64C37/00 | F41G3/22 | G10L2015/223 | G05D1/104","G08B17","26","Mahindra N.A. Tech Center","mahindra n a tech center","PACELLA; John P.","PACELLA","0","0","0","0","0","0","公开","0","8",
"US20190283870A1","US15/922214","BACKUP RESCUE NOTIFICATION FROM DEEP SEA","20180315","20190919",,"B64C 39/02 | B63B 49/00 | G05D  1/00","B64C","B63B49/00 | B64C39/024 | B64C2201/08 | B64C2201/127 | B64C2201/141 | G05D1/0027","B63B49","20","International Business Machines Corporation","international business machines","Rakshit; Sarbajit K. | Saraya; Siddharth K.","Rakshit","0","0","0","0","0","0","有效","0","10",
"US20190279447A1","US16/351496","AUTOMATIC VEHICLE DIAGNOSTIC DETECTION AND COMMUNICATION","20190312","20190912",,"G07C  9/00 | A61B  5/00 | A61B  7/04 | B60C  1/00 | B60H  1/00 | B60K 35/00 | B60N  2/02 | B60Q  1/00 | B60Q  9/00 | B60R 16/037 | B60R 25/00 | B60R 25/01 | B60R 25/10 | B60R 25/102 | B60R 25/20 | B60R 25/25 | B60W 40/08 | B60W 40/09 | B60W 50/08 | B60W 50/10 | G01C 21/00 | G01C 21/20 | G01C 21/26 | G01C 21/28 | G01C 21/34 | G01C 21/36 | G01S 19/42 | G05D  1/00 | G05D  1/02 | G05D 23/19 | G06F  3/01 | G06F  3/0481 | G06F  3/0482 | G06F  3/0484 | G06F  3/0488 | G06F  3/06 | G06F  3/16 | G06F  8/65 | G06F  9/451 | G06F 16/182 | G06F 16/2457 | G06F 16/25 | G06F 16/583 | G06F 16/951 | G06F 17/28 | G06F 21/00 | G06F 21/31 | G06F 21/32 | G06K  9/00 | G06Q 10/00 | G06Q 10/02 | G06Q 20/14 | G06Q 30/00 | G06Q 30/02 | G06Q 30/06 | G06Q 50/30 | G07C  5/00 | G07C  5/02 | G07C  5/08 | G08B 13/196 | G08B 21/02 | G08B 21/06 | G08B 21/18 | G08B 25/01 | G08B 29/18 | G08G  1/00 | G08G  1/01 | G08G  1/07 | G08G  1/0965 | G08G  1/0967 | G08G  1/0968 | G08G  1/16 | G09G  5/37 | H04L 12/58 | H04L 29/06 | H04L 29/08 | H04N 21/214 | H04N 21/218 | H04N 21/2225 | H04N 21/226 | H04N 21/239 | H04N 21/258 | H04N 21/414 | H04N 21/436 | H04N 21/4363 | H04N 21/454 | H04N 21/475 | H04N 21/6408 | H04N 21/643 | H04W  4/021 | H04W  4/12 | H04W  4/30 | H04W  4/40 | H04W  4/70 | H04W  4/80 | H04W 12/08 | H04W 36/32 | H04W 48/02 | H04W 76/11 | H04W 76/19","G07C","G07C9/00158 | G06F16/24575 | G06F16/951 | G06F16/583 | G06F16/252 | G06F16/183 | G06F16/25 | H04N21/64322 | H04N21/6408 | H04N21/454 | H04N21/25816 | H04N21/43615 | H04N21/43637 | H04N21/2265 | H04N21/2393 | H04N21/2225 | H05K999/99 | H04W4/30 | B60W40/08 | H05K999/00 | B60W50/10 | H04W4/40 | A61B5/0077 | G06F3/0673 | G06F3/0637 | G06F3/0622 | G06K9/00838 | G06K9/00288 | B60C1/00 | G09G5/37 | G06F9/451 | B60R25/25 | B60R25/102 | G01C21/3697 | G01C21/3667 | G01C21/365 | G01C21/3629 | G01C21/3415 | B60N2/0244 | B60H1/00742 | H04W4/70 | H04W4/80 | B60R25/20 | H04L67/306 | G01C21/206 | G01S19/42 | G06K9/00335 | G08G1/164 | G08G1/096805 | G08G1/096811 | G08G1/096844 | G05D1/0276 | G08G1/0968 | H04L63/0236 | G01C21/3641 | G05D1/0016 | G06F3/167 | G08G1/07 | H04W76/19 | B60Q9/00 | A61B5/4809 | A61B5/6808 | A61B5/7405 | A61B5/742 | A61B7/04 | G06K9/00832 | G06K9/00355 | G08B21/18 | G06Q30/0641 | G07C5/006 | G08G1/207 | G05D1/0022 | G06F3/0482 | G06F3/013 | G06Q30/0266 | G01C21/3617 | H04L63/102 | H04L63/0428 | G01C21/3484 | G01C21/3476 | G01C21/3446 | G01C21/28 | H04W4/021 | H04L51/02 | G06F3/04886 | G08G1/01 | B60R25/01 | G06Q10/00 | B60K35/00 | G06Q30/00 | H04L67/26 | G01C21/3691 | G07C5/02 | G06Q50/30 | G06Q30/0645 | G06Q30/0639 | G06Q30/0633 | G06Q30/0265 | G06Q30/012 | G06Q10/20 | G06Q10/02 | G06K9/00268 | G06K9/00255 | G06F21/00 | H04L67/10 | H04W12/08 | G08B29/188 | G08B21/06 | G08B13/19647 | B60R25/00 | G08G1/096775 | G08G1/096741 | G08G1/096725 | H04N21/41422 | G01C21/26 | G06F3/017 | H04W4/12 | G08B25/016 | H04L67/12 | G06F21/32 | G06F21/31 | B60R25/1004 | G08B21/0205 | G07C9/00126 | G07C5/085 | G07C5/0808 | G07C5/008 | G07C5/00 | G06Q20/145 | G06F17/28 | G06F8/65 | G06F3/04842 | G06F3/0481 | G06F3/016 | G01C21/34 | G01C21/00 | B60R16/0373 | H04N21/4751 | B60Q1/00 | G01C21/3647 | G01C21/36 | G08G1/166 | H04W36/32 | B60W50/08 | B60W40/09 | G05D1/0212 | G05D1/0027 | G05D23/1917 | H04W48/02 | G08G1/0965 | B60R16/037 | H04N21/4542 | H04N21/25841 | H04N21/2181 | H04N21/214 | H04L63/08 | H04W76/11 | H04W4/60 | H04W4/21 | H04W84/18 | H04W36/0005 | H04W36/34 | H04W48/04 | B60K2370/193 | G06F3/0488 | B60K2370/52 | B60K2370/15 | B60K2370/11 | H04W12/00508","G07C9","20","AutoConnect Holdings LLC","autoconnect holdings","Ricci; Christopher","Ricci","1","0","0","1","0","0","公开","1907","11",
